,0
0,6.05360248523
1,0.584905660377
2,10.3476781423
3,4.17073170732
4,2.30486743746
5,0.0
6,10.2127820829
7,1.8578695869
8,9.10002650583
9,2.13495145631
10,2.12732467265
11,0.0
12,16.0106951872
13,9.73034559064
14,5.88838778519
15,8.44909623757
16,9.17659409704
17,7.69513441178
18,8.14015670115
19,1.79417411534
20,1.28647312669
21,1.9638758214
22,3.44125723252
23,1.78333333333
24,4.94648404745
25,3.04814564927
26,2.0498587716
27,9.45740524774
28,2.47984168286
29,13.4862422764
30,0.505494505494
31,2.25081222272
32,8.09209552296
33,5.32070291523
34,7.34272247202
35,11.802643116
36,5.41122093185
37,7.32283815147
38,4.26735726886
39,4.65719910011
40,2.21156472252
41,4.82184018104
42,1.51236827946
43,4.29357836498
44,2.49101045082
45,-0.159574468085
46,1.28752488005
47,1.63157894737
48,2.62676819051
49,3.59010932513
50,9.83588724727
51,0.533333333333
52,8.21334998969
53,10.7883168123
54,8.89327454888
55,1.30509073728
56,3.04739062013
57,6.85882665399
58,0.0
59,10.402281746
60,3.20085623302
61,4.79308259402
62,0.974545675318
63,2.31975164774
64,11.505855548
65,8.17073854173
66,37.2430555555
67,10.3383220816
68,5.00403252401
69,0.999999999999
70,1.36928702011
71,3.78647311459
72,3.10150988138
73,2.5631291339
74,1.36928702011
75,4.06475917605
76,17.2723511614
77,0.973691009083
78,11.5974330886
79,0.853448275862
80,3.41635329917
81,1.95905996324
82,4.16042805208
83,18.5074104998
84,15.329045494
85,2.03123543124
86,1.37665896073
87,1.36928702011
88,9.45968139191
89,12.1852764059
90,4.35883033706
91,6.93544196033
92,2.91600390347
93,3.51868606725
94,8.40701737776
95,1.32062245843
96,13.4110147425
97,8.74597312691
98,0.620583069898
99,1.2116905826
100,4.22782462496
101,5.05822865229
102,9.15142097673
103,10.1074774384
104,3.42776289963
105,0.72
106,9.12998648978
107,8.63927136534
108,6.0443181111
109,3.45488865987
110,4.91473819542
111,4.31850130829
112,1.76456032946
113,12.5462509594
114,8.05279220829
115,8.082330367
116,8.15847062953
117,40.9694559889
118,5.05778009804
119,1.22777791784
120,1.88144952545
121,1.5971623235
122,8.18739204172
123,4.63287263284
124,0.64406779661
125,3.88561215371
126,1.23333333333
127,1.0
128,11.634594722
129,0.853448275862
130,1.39371382242
131,0.0
132,1.7422596322
133,7.69205082857
134,1.35096528771
135,9.17062000096
136,1.56741802939
137,3.85623914037
138,5.7905339814
139,6.18151202161
140,7.47778069965
141,0.853448275862
142,10.3181949626
143,13.8132221989
144,13.3775047172
145,0.714285714286
146,1.27907766984
147,11.2234552457
148,3.5866913195
149,2.13533289128
150,4.31032630303
151,7.70250801411
152,0.458682300391
153,5.63280770021
154,4.28719868765
155,9.4667586384
156,10.303003663
157,6.70875420875
158,5.71162941808
159,3.00040751333
160,4.97314600956
161,0.0
162,1.97857142857
163,5.59367832465
164,11.2279581775
165,1.87444736755
166,13.1062740373
167,9.73620491728
168,1.48637330926
169,9.61536867923
170,3.65389081384
171,4.53113605803
172,11.390693273
173,2.05543899277
174,0.85996001761
175,4.46564849512
176,3.02593475707
177,4.26385875552
178,1.16666666667
179,8.76461695687
180,4.86126520647
181,3.77543772189
182,1.40358831846
183,1.9572992007
184,4.24134996105
185,4.78390203181
186,5.4618125407
187,4.20645174683
188,1.14679187535
189,1.5
190,5.52952107837
191,1.06565656566
192,1.87785630367
193,5.12910945226
194,1.28365384615
195,6.04352240032
196,1.0799746271
197,9.30595591492
198,4.2664115313
199,16.4761249021
200,3.37481783736
201,5.52966147966
202,5.26512211708
203,9.56911618976
204,3.62440213972
205,4.16818613688
206,14.1885509344
207,1.15724131559
208,5.0181357067
209,4.65657209596
210,1.51151271754
211,39.5868511967
212,0.505494505494
213,0.999999999999
214,6.75115919165
215,13.3871524734
216,9.3579700932
217,9.69780286991
218,1.21169272464
219,13.4634227435
220,10.4111192889
221,5.60682288948
222,4.44302714125
223,4.2402173913
224,4.59178054877
225,3.3618651673
226,10.4687694179
227,14.223336805
228,2.42041911349
229,4.36427845528
230,9.65664658592
231,2.62901160263
232,1.94168744863
233,4.50402354702
234,14.1361373524
235,5.88344881398
236,9.72688650343
237,10.0914485051
238,0.505494505494
239,13.7307999592
240,10.4928039702
241,2.67515793517
242,3.41104825639
243,5.18505276308
244,4.64384792402
245,0.578125
246,2.67538257334
247,12.7620291152
248,4.78684214028
249,4.21428156101
250,8.02196332632
251,0.578125
252,7.28758963932
253,3.77435228463
254,5.44871146185
255,1.09445993253
256,8.15129152593
257,4.57329599
258,5.9861832096
259,7.45634624938
260,1.68040901121
261,4.34694143669
262,17.3845719935
263,16.0106951872
264,3.24099789895
265,5.58632834328
266,2.01833860426
267,2.74778765588
268,1.9152276308
269,2.33684318135
270,10.7307437523
271,8.27049951044
272,1.33542267277
273,6.63802004519
274,3.77205955335
275,5.30881366234
276,3.06153906294
277,0.505494505494
278,8.0364644467
279,10.0221196668
280,5.47394528808
281,0.666666666666
282,9.43254437038
283,4.39733409686
284,2.62030335228
285,1.25967528953
286,5.75028536407
287,0.911594351876
288,1.75671634769
289,10.4552016911
290,1.42090771457
291,9.86437546194
292,12.5439819892
293,2.24495623257
294,8.94528515914
295,0.0
296,1.31078062666
297,10.8623432442
298,1.30067698812
299,2.31027448325
300,5.76045387464
301,4.0701754386
302,6.94818637878
303,2.20941120079
304,10.4597799682
305,2.21186557539
306,7.48018763868
307,1.69899520454
308,12.4307076962
309,2.92929292929
310,2.38484325462
311,2.94868725656
312,13.9017443901
313,1.04819277108
314,0.0
315,2.22204187894
316,8.23789383002
317,9.18054152381
318,3.8801369863
319,5.68888888889
320,2.75961217643
321,7.65329700794
322,8.71028802737
323,4.80871252707
324,2.30108824042
325,0.0
326,7.06835898673
327,4.48977290963
328,4.89360816342
329,2.625
330,1.77011494253
331,3.83926099803
332,12.0694162335
333,18.2507532677
334,8.16164668809
335,8.87874104877
336,1.47058823529
337,7.07300697049
338,3.89224285032
339,2.69186838573
340,6.34476190476
341,4.89752730703
342,12.3947775227
343,6.20172900846
344,4.88311688311
345,2.52272748071
346,2.20833333333
347,2.51924725834
348,1.6185277144
349,38.3510176422
350,4.37261765269
351,9.44529170971
352,5.90649505956
353,5.86369734212
354,6.54943467145
355,0.583333333333
356,4.22158404769
357,3.34458735263
358,18.4401171269
359,4.04137394352
360,6.15906796264
361,3.7588288312
362,2.73545798173
363,1.09501356198
364,3.90932059619
365,2.45952563813
366,3.62710782584
367,3.04627969606
368,4.90176401958
369,3.23654457645
370,10.5202554681
371,2.17342889277
372,12.3467170243
373,8.85565686368
374,14.1305892569
375,1.174606356
376,16.3291046777
377,2.23136707715
378,3.02172023871
379,3.2162322228
380,2.25000770663
381,8.12078334969
382,2.65674489354
