,0
688,712.714285714
689,175.6
690,116.0
691,274.285714286
692,345.333333333
693,509.0
694,18.6666666667
695,622.222222222
696,2918.33333333
697,3.0
698,137.75
699,224.909090909
700,726.403846154
701,1273.2
702,57.380952381
703,133.0
704,61.8260869565
705,807.5
706,2326.66666667
707,1104.96153846
708,159.6
709,5.5
710,111.453125
711,1537.13513514
712,75.25
713,87.0
714,171.445652174
715,65.9615384615
716,92.5
717,0.0
718,197.0
719,1070.22222222
720,69.5
721,119.533333333
722,42.25
723,175.7
724,54.6666666667
725,220.666666667
726,46.375
727,18.0
728,112.703703704
729,1503.16666667
730,111.25
731,5.5
732,149.074074074
733,351.428571429
734,168.666666667
735,0.0
736,225.875
737,100.9
738,213.878787879
739,1453.85714286
740,873.571428571
741,45.0
742,120.617647059
743,183.578947368
744,172.333333333
745,110.375
746,54.8
747,1138.25
748,128.717391304
749,4.0
750,121.918918919
751,1308.3
752,186.625
753,1086.42857143
754,205.692307692
755,2.0
756,129.75862069
757,86.0666666667
758,118.0
759,206.333333333
760,67.5
761,1306.27777778
762,1305.57142857
763,195.2
764,211.7
765,99.0
766,116.2
767,150.166666667
768,202.731707317
769,3.0
770,155.706896552
771,187.0
772,0.0
773,1341.32432432
774,224.303030303
775,307.714285714
776,34.0
777,200.476190476
778,1258.29850746
779,96.6
780,7.0
781,704.869565217
782,85.0
783,160.533333333
784,155.294117647
785,0.0
786,100.0
787,59.3888888889
788,922.711711712
789,258.0
790,37.3333333333
791,10.0
792,8.0
793,62.0
794,211.933333333
795,183.0
796,442.0
797,233.827586207
798,0.0
799,213.888888889
800,107.0
801,0.0
802,1383.05555556
803,6.0
804,547.0
805,162.0
806,67.0384615385
807,144.0
808,0.0
809,1165.59633028
810,271.333333333
811,183.666666667
812,806.6
813,155.047619048
814,1130.46666667
815,5.0
816,56.3333333333
817,1276.36363636
818,23.0
819,61.875
820,206.857142857
821,146.5
822,106.777777778
823,4.0
824,83.4666666667
825,84.5
826,16.3
827,291.555555556
828,152.04
829,210.195876289
830,128.317073171
831,72.75
832,153.050847458
833,547.0
834,212.066666667
835,1188.53333333
836,125.65
837,128.0
838,12.0
839,96.8333333333
840,0.0
841,82.3333333333
842,128.404255319
843,95.9090909091
844,133.0
845,307.666666667
846,547.0
847,1383.33333333
848,163.212121212
849,148.857142857
850,1.0
851,40.125
852,8.0
853,188.833333333
854,116.444444444
855,547.0
856,547.0
857,37.0
858,133.588235294
859,1315.92307692
860,539.941176471
861,91.0
862,888.833333333
863,661.125
864,327.0
865,1532.74242424
866,5.5
867,185.692307692
868,42.3846153846
869,3.0
870,237.222222222
871,50.425
872,82.8260869565
873,0.0
874,0.0
875,405.25
876,87.1111111111
877,97.4375
878,175.571428571
879,53.0
880,1446.75
881,60.0
882,75.0
883,108.5
884,0.0
885,75.0
886,139.5
887,178.769230769
888,185.416666667
889,93.2790697674
890,175.450980392
891,168.25
892,0.0
893,547.0
894,0.0
895,54.3157894737
896,760.666666667
897,433.0
898,1258.29850746
899,310.266666667
900,45.1111111111
901,168.0
902,222.5
903,115.333333333
904,51.0
905,423.0
906,241.76
907,106.4
908,27.6666666667
909,39.5
910,1258.29850746
911,299.75
912,116.6
913,1619.0
914,104.153846154
915,105.75
916,37.3495145631
917,51.0
918,265.75
919,59.25
920,263.04
921,1165.35172414
922,169.428571429
923,192.666666667
924,1239.85714286
925,466.333333333
926,135.333333333
927,0.0
928,199.285714286
929,23.0
930,0.0
931,45.7142857143
932,2173.42857143
933,108.5
934,92.3142857143
935,135.416666667
936,105.75
937,106.5
938,197.0
939,194.263157895
940,110.0
941,258.214285714
942,12.0
943,35.8888888889
944,5.5
945,26.7777777778
946,0.0
947,3.5
948,137.166666667
949,547.0
950,16.0
951,85.0
952,97.4814814815
953,0.0
954,302.931818182
955,186.142857143
956,177.407407407
957,140.571428571
958,79.8965517241
959,121.0
960,171.1
961,0.0
962,79.125
963,1613.8125
964,1274.98148148
965,218.0
966,51.0
967,0.333333333333
968,1130.91891892
969,104.857142857
970,129.736842105
971,136.125
972,152.964285714
973,356.555555556
974,152.5
975,123.222222222
976,0.0
977,1766.40909091
978,155.282051282
979,219.4
980,0.0
981,174.375
982,120.0
983,1543.90909091
984,2.85714285714
985,124.796296296
986,55.6363636364
987,187.0
988,70.375
989,102.833333333
990,716.0
991,1271.57142857
992,34.3333333333
993,284.2
994,1495.23076923
995,91.0
996,426.333333333
997,203.9
998,1819.77777778
999,481.636363636
1000,110.0
1001,421.857142857
1002,112.642857143
1003,188.166666667
1004,212.545454545
1005,133.0
1006,75.0
1007,1313.66666667
1008,133.0
1009,176.628571429
1010,503.0
1011,1026.3
1012,156.0
1013,1030.71428571
1014,248.666666667
1015,133.777777778
1016,60.4
1017,119.909090909
1018,282.411764706
1019,1454.3
1020,1098.45454545
1021,108.875
1022,1.33333333333
1023,230.683673469
1024,305.477272727
1025,3.83333333333
1026,169.0
1027,546.2
1028,256.0
1029,95.3636363636
1030,305.485714286
1031,163.612244898
1032,87.0
1033,103.333333333
1034,1531.83333333
1035,126.0
1036,99.8571428571
1037,212.277777778
1038,86.5384615385
1039,49.4
1040,54.8181818182
1041,19.4
1042,11.0
1043,82.6923076923
1044,1326.27272727
1045,0.0
1046,42.3333333333
1047,135.215686275
1048,178.307692308
1049,1117.96153846
1050,246.6
1051,61.5
1052,110.0
1053,1276.875
1054,431.611111111
1055,11.5
1056,39.2307692308
1057,176.337837838
1058,355.333333333
1059,79.619047619
1060,156.578947368
1061,287.2
1062,0.0
1063,1110.38888889
1064,21.6666666667
1065,82.6296296296
1066,89.6666666667
1067,6.5
1068,63.5714285714
1069,30.0
1070,1266.0
1071,1011.375
1072,200.142857143
1073,174.157894737
1074,334.8
1075,45.2307692308
1076,94.0
1077,128.419354839
1078,165.786407767
1079,207.333333333
1080,382.714285714
1081,52.5
1082,11.0
1083,167.842105263
1084,266.862068966
1085,192.222222222
1086,242.5
1087,1486.42857143
1088,190.44
1089,25.0
1090,188.6
1091,72.8571428571
1092,230.571428571
1093,108.0
1094,987.181818182
1095,79.9696969697
1096,254.647058824
1097,1129.7244898
1098,139.47826087
1099,106.6
1100,134.814814815
1101,1784.63636364
1102,128.0
1103,971.28
1104,206.2
1105,16.8888888889
1106,28.5
1107,182.857142857
1108,171.46875
1109,244.730769231
1110,0.0
1111,168.555555556
1112,403.833333333
1113,279.641025641
1114,182.617647059
1115,187.0
1116,228.541666667
1117,115.916666667
1118,62.0
1119,1482.0
1120,455.333333333
1121,0.5
1122,90.1578947368
1123,120.571428571
1124,1279.69230769
1125,112.75
1126,1163.71428571
1127,0.0
1128,18.3846153846
1129,146.113821138
1130,128.666666667
1131,154.472727273
1132,69.5
1133,140.833333333
1134,1192.27027027
1135,3.66666666667
1136,217.222222222
1137,121.25
1138,365.4
1139,80.6829268293
1140,1339.88888889
1141,170.181818182
1142,233.25
1143,1498.7037037
1144,117.6
1145,0.0
1146,74.875
1147,944.769230769
1148,186.761904762
1149,0.0
1150,198.2
1151,185.571428571
1152,0.5
1153,130.566666667
1154,99.9705882353
1155,116.0
1156,124.754385965
1157,295.315789474
1158,85.0
1159,1655.33333333
1160,391.222222222
1161,128.909090909
1162,986.55
1163,73.2
1164,208.888888889
1165,0.0
1166,1105.66666667
1167,51.0
1168,179.222222222
1169,192.333333333
1170,1243.94117647
1171,60.8333333333
1172,128.333333333
1173,215.722222222
1174,66.25
1175,547.0
1176,1243.80208333
1177,0.0
1178,145.487804878
1179,1302.88292683
1180,207.15
1181,893.0
1182,84.1538461538
1183,0.0
1184,120.2
1185,148.555555556
1186,162.3
1187,323.0
1188,1241.48514851
1189,8.5
1190,105.744680851
1191,122.006578947
1192,91.724137931
1193,196.0
1194,1089.875
1195,973.75
1196,939.75
1197,76.6
1198,1901.71428571
1199,547.0
1200,1002.32
1201,57.7142857143
1202,137.230769231
1203,163.666666667
1204,169.833333333
1205,146.5
1206,73.3125
1207,1372.74074074
1208,86.375
1209,1278.23529412
1210,120.62962963
1211,144.0
1212,194.5
1213,283.8
1214,246.263157895
1215,1233.63934426
1216,0.0
1217,1025.05263158
1218,6.2
1219,55.25
1220,241.222222222
1221,1323.71428571
1222,110.0
1223,49.7777777778
1224,449.6
1225,128.526315789
1226,172.7
1227,9.0
1228,1.0
1229,218.181818182
1230,117.227272727
1231,165.741935484
1232,55.4
1233,67.9333333333
1234,1390.51612903
1235,547.0
1236,1330.5
1237,121.166666667
1238,1005.6
1239,4.66666666667
1240,79.0689655172
1241,163.555555556
1242,0.0
1243,1235.69230769
1244,185.0
1245,128.571428571
1246,995.722222222
1247,133.666666667
1248,124.902439024
1249,547.0
1250,178.618181818
1251,1398.25
1252,215.142857143
1253,1374.82352941
1254,300.823529412
1255,156.466666667
1256,0.0
1257,128.571428571
1258,132.523809524
1259,100.0
1260,1.66666666667
1261,198.451612903
1262,100.0
1263,1357.54285714
1264,265.2
1265,1010.2
1266,19.0
1267,96.0
1268,91.075
1269,213.776470588
1270,0.0
1271,85.0
1272,392.7
1273,80.4666666667
1274,87.0
1275,1163.57142857
1276,1236.02631579
1277,150.868421053
1278,116.0
1279,175.833333333
1280,299.0
1281,0.0
1282,40.8
1283,128.8
1284,205.153846154
1285,152.37037037
1286,135.428571429
1287,212.347826087
1288,82.7407407407
1289,207.708333333
1290,53.5714285714
1291,75.25
1292,409.363636364
1293,36.3333333333
1294,93.8275862069
1295,810.428571429
1296,164.588235294
1297,1258.29850746
1298,94.2083333333
1299,93.2307692308
1300,106.6
1301,444.846153846
1302,73.2056074766
1303,92.0
1304,197.80952381
1305,864.777777778
1306,157.823529412
1307,186.0
1308,279.391304348
1309,77.6666666667
1310,197.80952381
1311,174.731707317
1312,0.0
1313,87.0
1314,0.0
1315,48.5384615385
1316,208.833333333
1317,141.181818182
1318,1.0
1319,1770.94444444
1320,76.6829268293
1321,547.0
1322,175.777777778
1323,1.0
1324,681.071428571
1325,156.692307692
1326,1.75
1327,47.5
1328,254.375
1329,108.333333333
1330,62.6315789474
1331,1393.95238095
1332,64.5797101449
1333,1109.83333333
1334,101.12962963
1335,224.333333333
1336,292.454545455
1337,71.28
1338,217.833333333
1339,211.074074074
1340,149.227272727
1341,67.1666666667
1342,0.0
1343,1191.08333333
1344,93.8888888889
1345,186.0
1346,89.1
1347,303.714285714
1348,185.833333333
1349,1274.6097561
1350,149.0
1351,547.0
1352,61.9090909091
1353,146.285714286
1354,152.0
1355,186.545454545
1356,79.2258064516
1357,232.0
1358,125.666666667
1359,262.833333333
1360,259.366666667
1361,96.15
1362,0.0
1363,235.350515464
1364,84.5714285714
1365,164.516129032
1366,52.4285714286
1367,168.173913043
1368,104.692307692
1369,318.857142857
1370,243.5
1371,175.88
1372,294.555555556
1373,154.692307692
1374,392.411764706
1375,2.0
1376,88.4285714286
1377,21.1428571429
1378,1455.11428571
1379,170.229508197
1380,86.3333333333
1381,209.166666667
1382,1.0
1383,774.833333333
1384,1193.97826087
1385,101.0
1386,126.571428571
1387,56.5714285714
1388,128.0
1389,138.2
1390,9.59090909091
1391,995.6
1392,131.222222222
1393,1498.45544554
1394,45.0
1395,1374.91
1396,255.2
1397,141.0
1398,209.285714286
1399,94.0
1400,74.0
1401,240.666666667
1402,189.555555556
1403,1751.5
1404,1040.97972973
1405,90.15
1406,85.3125
1407,124.36
1408,2143.34615385
1409,27.76
1410,166.083333333
1411,1192.37037037
1412,1127.66666667
1413,117.2
1414,218.0
1415,62.0
1416,49.4
1417,157.386363636
1418,133.90625
1419,2.0
1420,129.25
1421,237.25
1422,249.448275862
1423,27.3111111111
1424,165.2
1425,45.1428571429
1426,153.297297297
1427,1554.375
1428,99.3571428571
1429,202.714285714
1430,69.3333333333
1431,9.0
1432,287.171428571
1433,41.2142857143
1434,233.583333333
1435,75.375
1436,229.611111111
1437,0.0
1438,83.0
1439,130.5
1440,81.5384615385
1441,196.235294118
1442,547.0
1443,152.666666667
1444,1275.0
1445,48.2857142857
1446,256.318181818
1447,39.0
1448,1188.26666667
1449,432.454545455
1450,0.5
1451,709.860465116
1452,547.0
1453,1126.0
1454,5.25
1455,5.0
1456,0.0
1457,1447.57142857
1458,90.0714285714
1459,105.611111111
1460,75.0
1461,66.8
1462,277.647058824
1463,68.25
1464,2.33333333333
1465,964.375
1466,1355.42857143
1467,155.979591837
1468,35.7
1469,6.5
1470,262.523809524
1471,258.857142857
1472,57.75
1473,506.428571429
1474,967.0
1475,52.6
1476,486.4
1477,224.818181818
1478,1792.0
1479,145.829787234
1480,547.0
1481,410.8
1482,87.3636363636
1483,35.6666666667
1484,171.6875
1485,121.5
1486,129.333333333
1487,81.0
1488,21.5
1489,104.333333333
1490,120.5
1491,1331.0
1492,282.597222222
1493,126.142857143
1494,77.6097560976
1495,76.2
1496,205.6
1497,91.0
1498,22.0
1499,0.0
1500,1049.83333333
1501,547.0
1502,1127.23076923
1503,306.170731707
1504,256.9
1505,995.363636364
1506,87.7272727273
1507,187.0
1508,0.0
1509,128.036363636
1510,193.431372549
1511,1917.2
1512,120.230769231
1513,35.5
1514,171.230769231
1515,200.139534884
1516,0.0
1517,74.0
1518,107.545454545
1519,0.555555555556
1520,200.5
1521,0.0
1522,138.714285714
1523,5.4
1524,166.6
1525,70.5294117647
1526,160.307692308
1527,164.060606061
1528,319.5
1529,259.0
1530,156.982142857
1531,174.5
1532,222.428571429
1533,131.033333333
1534,321.0
1535,6.33333333333
1536,52.8333333333
1537,13.3333333333
1538,29.375
1539,183.416666667
1540,0.0
1541,547.0
1542,1489.39655172
1543,55.4666666667
1544,97.4333333333
1545,76.3367346939
1546,1438.0
1547,226.117647059
1548,230.03125
1549,3.45454545455
1550,1933.66666667
1551,29.75
1552,96.2133333333
1553,6.5
1554,80.6
1555,85.672985782
1556,131.733333333
1557,192.666666667
1558,102.428571429
1559,1226.55
1560,35.5
1561,310.636363636
1562,64.1818181818
1563,547.0
1564,232.5
1565,181.909090909
1566,73.1428571429
1567,1095.63917526
1568,1098.31914894
1569,27.625
1570,141.27027027
1571,150.366336634
1572,547.0
1573,0.0
1574,172.0
1575,66.5714285714
1576,1469.39130435
1577,180.320936639
1578,519.5
1579,17.25
1580,1258.29850746
1581,206.571428571
1582,187.0
1583,834.230769231
1584,84.15
1585,192.5
1586,133.0
1587,184.834951456
1588,121.476190476
1589,179.333333333
1590,291.35
1591,0.0
1592,278.75
1593,630.333333333
1594,0.0
1595,47.5
1596,221.636363636
1597,1.66666666667
1598,106.375
1599,226.6
1600,2.0
1601,214.0
1602,76.8571428571
1603,522.111111111
1604,185.714285714
1605,1037.61111111
1606,1923.5
1607,184.378378378
1608,34.0
1609,253.0
1610,368.5
1611,95.6
1612,37.1666666667
1613,209.486486486
1614,223.0
1615,0.0
1616,2.33333333333
1617,1268.08333333
1618,181.421568627
1619,0.0
1620,125.90625
1621,138.28125
1622,250.428571429
1623,94.9
1624,547.0
1625,1126.95454545
1626,183.083333333
1627,197.875
1628,737.25
1629,393.125
1630,1564.546875
1631,94.0319148936
1632,228.183333333
1633,0.0
1634,386.25
1635,170.266666667
1636,85.7931034483
1637,0.0
1638,237.375
1639,1542.22222222
1640,1337.90697674
1641,1010.32258065
1642,1326.85185185
1643,1.0
1644,114.214285714
1645,62.0
1646,90.6666666667
1647,91.0
1648,180.037735849
1649,1656.56097561
1650,81.2857142857
1651,165.25
1652,1670.0
1653,65.8333333333
1654,116.0
1655,132.35483871
1656,212.727272727
1657,36.3157894737
1658,48.8333333333
1659,132.71875
1660,291.153846154
1661,49.8571428571
1662,0.0
1663,253.571428571
1664,0.0
1665,1426.38888889
1666,112.54375
1667,547.0
1668,78.1428571429
1669,172.352941176
1670,187.0
1671,69.6666666667
1672,149.0
1673,170.583333333
1674,0.0
1675,203.333333333
1676,547.0
1677,113.166666667
1678,164.266666667
1679,686.0
1680,73.3333333333
1681,111.466666667
1682,395.0
1683,122.166666667
1684,60.5
1685,633.636363636
1686,1497.33333333
1687,1342.55555556
1688,31.9032258065
1689,926.75
1690,187.0
1691,158.451612903
1692,258.857142857
1693,276.0
1694,62.5
1695,133.2
1696,661.0
1697,402.933333333
1698,166.242424242
1699,79.1818181818
1700,0.0
1701,1645.64285714
1702,42.5833333333
1703,854.136363636
1704,164.615384615
1705,0.0
1706,1225.34
1707,46.0
1708,323.125
1709,428.333333333
1710,0.0
1711,263.409090909
1712,109.642857143
1713,178.606060606
1714,51.8505747126
1715,292.176470588
1716,817.25
1717,84.7619047619
1718,90.6666666667
1719,161.555555556
1720,0.0
1721,0.0
1722,63.8
1723,0.0
1724,890.833333333
1725,19.0
1726,104.0
1727,1622.2972973
1728,547.0
1729,338.0
1730,108.653846154
1731,85.5714285714
1732,24.6
1733,217.0
1734,2.0
1735,34.0
1736,209.4
1737,167.419354839
1738,1.5
1739,547.0
1740,208.428571429
1741,0.0
1742,1174.58823529
1743,1.75
1744,175.810344828
1745,198.75
1746,4.625
1747,0.0
1748,47.0
1749,2196.0
1750,39.0
1751,901.0
1752,160.12195122
1753,174.222222222
1754,76.0
1755,0.0
1756,137.4
1757,35.75
1758,2.0
1759,0.0
1760,85.5384615385
1761,1399.375
1762,182.4
1763,222.0
1764,134.052631579
1765,300.764705882
1766,77.1764705882
1767,360.117647059
1768,356.0
1769,1854.57142857
1770,1.75
1771,120.68
1772,0.0
1773,86.3333333333
1774,1258.29850746
1775,1229.47179487
1776,217.625
1777,201.258064516
1778,226.291666667
1779,37.5
1780,1.5
1781,214.8
1782,166.375
1783,7.0
1784,193.636363636
1785,461.333333333
1786,0.0
1787,4.0
1788,1249.47342995
1789,222.428571429
1790,248.8125
